dato_fuld,dato,år,Artist,spillested,adresse,Coordinates,Latitude,Longitude,Genre,Arrangementstype
13/11/1960,13. nov.,1960,N/A,Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,musikteater,forestilling
13/11/1960,13. nov.,1960,Kvartet Pino Ferrarese,Den Blaa Fugl,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
13/11/1960,13. nov.,1960,Arnsbo's Orkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
13/11/1960,13. nov.,1960,Jolly-Boys,Cosy Corner,Søndergade 53,"56.1532692,10.2031222",56.1532692,10.2031222,N/A,N/A
13/11/1960,13. nov.,1960,Fritz og Kaj,Borgportens restaurant,Store Torv 18,"56.1577103,10.2053651",56.1577103,10.2053651,underholdningsmusik,spil til spisning; spil til dans
01/11/1965,1. nov.,1965,Ove Elkjærs Orkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
01/11/1965,1. nov.,1965,Doris Jennifer,Cosy Corner,Søndergade 53,"56.1532692,10.2031222",56.1532692,10.2031222,underholdningsmusik,spil til dans; spil til spisning
01/11/1965,1. nov.,1965,B.J. Duo,Chat noir,Søndergade 11,"56.1549034,10.2026658",56.1549034,10.2026658,underholdningsmusik,N/A
02/11/1965,2. nov.,1965,Kristeligt sangkor,Carmel,Nørre Allé 23C,"56.1600815,10.2037457",56.1600815,10.2037457,N/A,møde
02/11/1965,2. nov.,1965,Harry Breinholt's Danseorkester,Restaurant Aarhus-hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,underholdningsmusik,spil til spisning; spil til dans
02/11/1965,2. nov.,1965,Trio Bob Hilten,Den blaa fugl,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
02/11/1965,2. nov.,1965,Doris Jennifer,Cosy Corner,Søndergade 53,"56.1532692,10.2031222",56.1532692,10.2031222,underholdningsmusik,spil til dans; spil til spisning
02/11/1965,2. nov.,1965,N/A,Østergades Hotel,Østergade 12,"56.1540907,10.2033134",56.1540907,10.2033134,underholdningsmusik,spil til dans
02/11/1965,2. nov.,1965,Ove Elkjærs Orkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
02/11/1965,2. nov.,1965,Kapelmester W. Broberg og hans orkester,Rico,M.P. Bruuns Gade 15-17,"56.1495257,10.2020762",56.1495257,10.2020762,underholdningsmusik,spil til dans
02/11/1965,2. nov.,1965,N/A,Ambassadør,Mejlgade 20,"56.1582695,10.2074661",56.1582695,10.2074661,underholdningsmusik,N/A
03/11/1965,3. nov.,1965,Peter Belli og Rivalerne,Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,pop/rock/beat,koncert
03/11/1965,3. nov.,1965,B.J. Duo,Chat noir,Søndergade 11,"56.1549034,10.2026658",56.1549034,10.2026658,underholdningsmusik,N/A
03/11/1965,3. nov.,1965,Ove Elkjærs Orkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
03/11/1965,3. nov.,1965,Harry Breinholst's Danseorkester,Restaurant Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,underholdningsmusik,spil til dans; spil til spisning
03/11/1965,3. nov.,1965,Doris Jennifer,Cosy Corner,Søndergade 53,"56.1532692,10.2031222",56.1532692,10.2031222,underholdningsmusik,spil til dans; spil til spisning
04/11/1965,4. nov.,1965,Aarhus By-orkester,Scala,Kannikegade 13,"56.1562002,10.207332",56.1562002,10.207332,klassisk,koncert
04/11/1965,4. nov.,1965,Peter Belli og Rivalerne,Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,pop/rock/beat,koncert
04/11/1965,4. nov.,1965,Ove Elkjærs Orkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
04/11/1965,4. nov.,1965,Trio Bob Hilten,Den blaa fugl,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
04/11/1965,4. nov.,1965,Doris Jennifer,Cosy Corner,Søndergade 53,"56.1532692,10.2031222",56.1532692,10.2031222,underholdningsmusik,spil til dans; spil til spisning
04/11/1965,4. nov.,1965,Kapelmester W. Broberg og hans orkester,Rico,M.P. Bruuns Gade 15-17,"56.1495257,10.2020762",56.1495257,10.2020762,underholdningsmusik,spil til dans
04/11/1965,4. nov.,1965,N/A,Østergades Hotel,Østergade 12,"56.1540907,10.2033134",56.1540907,10.2033134,underholdningsmusik,spil til dans
04/11/1965,4. nov.,1965,B.J. Duo,Chat noir,Søndergade 11,"56.1549034,10.2026658",56.1549034,10.2026658,underholdningsmusik,N/A
04/11/1965,4. nov.,1965,Harry Breinholst's Danseorkester,Restaurant Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,underholdningsmusik,spil til dans; spil til spisning
05/11/1965,5. nov.,1965,Harry Breinholst's Danseorkester,Restaurant Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,underholdningsmusik,spil til dans; spil til spisning
05/11/1965,5. nov.,1965,Johnny Reimer,Aarhus-hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,pop/rock/beat,koncert
05/11/1965,5. nov.,1965,Kapelmester W. Broberg og hans orkester,Rico,M.P. Bruuns Gade 15-17,"56.1495257,10.2020762",56.1495257,10.2020762,underholdningsmusik,spil til dans
05/11/1965,5. nov.,1965,B.J. Duo,Chat noir,Søndergade 11,"56.1549034,10.2026658",56.1549034,10.2026658,underholdningsmusik,spil til spisning
05/11/1965,5. nov.,1965,Doris Jennifer,Cosy Corner,Søndergade 53,"56.1532692,10.2031222",56.1532692,10.2031222,N/A,spil til dans
05/11/1965,5. nov.,1965,Shaking Phantoms,Boom Dancing Center,Frederiksgade 72,"56.1542223,10.1987111",56.1542223,10.1987111,pop/rock/beat,koncert
05/11/1965,5. nov.,1965,The Ex-US Danes,Stakladen,Nordre Ringgade 3,"56.1712136,10.1977939",56.1712136,10.1977939,jazz,koncert
05/11/1965,5. nov.,1965,N/A,Ambassadør,Mejlgade 20,"56.1582695,10.2074661",56.1582695,10.2074661,underholdningsmusik,N/A
05/11/1965,5. nov.,1965,Ove Elkjærs Orkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
06/11/1965,6. nov.,1965,N/A,Niels Peters Gamle Kro,Solbjerg Hovedgade 88,"56.038058,10.0788881",56.038058,10.0788881,underholdningsmusik,N/A
06/11/1965,6. nov.,1965,Les Marquis; The High Heels,Sussi Poppen,Skoletoften 6,"56.0313328,10.0325933",56.0313328,10.0325933,pop/rock/beat,koncert
06/11/1965,6. nov.,1965,Matadorerne,Boom Dancing Center,Frederiksgade 72,"56.1542223,10.1987111",56.1542223,10.1987111,pop/rock/beat,koncert
06/11/1965,6. nov.,1965,The Outlaws,Pop-House,Skovbrynet 5,"56.1372838,10.1955588",56.1372838,10.1955588,N/A,koncert
06/11/1965,6. nov.,1965,Matadorerne,Boom Dancing Center,Frederiksgade 72,"56.1542223,10.1987111",56.1542223,10.1987111,pop/rock/beat,koncert
06/11/1965,6. nov.,1965,Kapelmester W. Broberg og hans orkester,Rico,M.P. Bruuns Gade 15-17,"56.1495257,10.2020762",56.1495257,10.2020762,underholdningsmusik,spil til dans
06/11/1965,6. nov.,1965,Ove Elkjærs Orkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
06/11/1965,6. nov.,1965,Trio Bob Hilten,Den blaa fugl,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
06/11/1965,6. nov.,1965,Harry Breinholst's Danseorkester,Restaurant Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,underholdningsmusik,spil til dans; spil til spisning
06/11/1965,6. nov.,1965,B.J. Duo,Chat noir,Søndergade 11,"56.1549034,10.2026658",56.1549034,10.2026658,underholdningsmusik,spil til spisning
06/11/1965,6. nov.,1965,N/A,Restaurant Aarhus-hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,N/A,matiné
06/11/1965,6. nov.,1965,Perletrioen,Holme Kro,Holme Byvej 22,"56.1139882,10.1709166",56.1139882,10.1709166,underholdningsmusik,spil til dans; spil til spisning
06/11/1965,6. nov.,1965,Jolly Jokers 5 mands orkester,Malling Kro,Stationspladsen 2,"56.0378908,10.1896566",56.0378908,10.1896566,underholdningsmusik,spil til dans; bal
06/11/1965,6. nov.,1965,N/A,Niels Peters Kro,Solbjerg Hovedgade 73,"56.037924,10.0796517",56.037924,10.0796517,underholdningsmusik,spil til dans; bal
06/11/1965,6. nov.,1965,N/A,Østergades Hotel,Østergade 12,"56.1540907,10.2033134",56.1540907,10.2033134,underholdningsmusik,spil til dans
06/11/1965,6. nov.,1965,Rox kvartetten,Galten Hotel,Torvet 2,"56.1550094,9.8984681",56.1550094,9.8984681,underholdningsmusik,spil til dans; bal
06/11/1965,6. nov.,1965,Ole Søltoft,Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,musikteater,koncert
06/11/1965,6. nov.,1965,Malles spillemandskvartet,Sabro Kro,Viborgvej 780,"56.2126229,10.0108483",56.2126229,10.0108483,folk/folkemusik/spillemandsmusik,spil til dans; spil til spisning
07/11/1965,7. nov.,1965,Kapelmester W. Broberg og hans orkester,Rico,M.P. Bruuns Gade 15-17,"56.1495257,10.2020762",56.1495257,10.2020762,underholdningsmusik,spil til dans
07/11/1965,7. nov.,1965,Jens høj Madsens orkester,Østergades Hotel,Østergade 12,"56.1540907,10.2033134",56.1540907,10.2033134,folk/folkemusik/spillemandsmusik,spil til dans
07/11/1965,7. nov.,1965,Lily Broberg,Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,musikteater,koncert
07/11/1965,7. nov.,1965,Ove Elkjærs Orkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
07/11/1965,7. nov.,1965,Trio Bob Hilten,Den blaa fugl,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
07/11/1965,7. nov.,1965,N/A,Restaurant Aarhus-hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,underholdningsmusik,matiné
07/11/1965,7. nov.,1965,Harry Breinholst's Danseorkester,Restaurant Aarhus-hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,underholdningsmusik,spil til dans; spil til spisning
07/11/1965,7. nov.,1965,Matadorerne,Boom Dancing Center,Frederiksgade 72,"56.1542223,10.1987111",56.1542223,10.1987111,pop/rock/beat,koncert
07/11/1965,7. nov.,1965,B.J. Duo,Chat noir,Søndergade 11,"56.1549034,10.2026658",56.1549034,10.2026658,underholdningsmusik,spil til spisning
02/11/1970,2. nov.,1970,N/A,Trinbrædtet,Vestergade 58,"56.1575526,10.1983342",56.1575526,10.1983342,jazz,koncert
02/11/1970,2. nov.,1970,Århus Byorkester (dir. Jorma Panula),Scala,Kannikegade 13,"56.1562002,10.207332",56.1562002,10.207332,N/A,koncert
02/11/1970,2. nov.,1970,Ove Elkjærs Orkester,Maritza; Den blaa fugl,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
02/11/1970,2. nov.,1970,Jimmy Conley; Allan Mortensen,Tagskægget,Klostergade 32-34,"56.158925,10.2041491",56.158925,10.2041491,jazz,koncert
02/11/1970,2. nov.,1970,Kirkekor fra Markus- og Paulskirke (dir. Helge Gramstrup),Markuskirken,Skt. Markus Kirkeplads 1,"56.1608058,10.1927822",56.1608058,10.1927822,klassisk,koncert
03/11/1970,3. nov.,1970,N/A,Statsbiblioteket,Victor Albecks Vej 1,"56.1701747,10.1966641",56.1701747,10.1966641,klassisk,pladekoncert
03/11/1970,3. nov.,1970,Brew Moore; Jens Jefsen; Lars Agerbæk; Jørn Elniff,Tagskægget,Klostergade 32-34,"56.158925,10.2041491",56.158925,10.2041491,jazz,koncert
03/11/1970,3. nov.,1970,The Patterson Singers,Tagskægget,Klostergade 32-34,"56.158925,10.2041491",56.158925,10.2041491,jazz,koncert
03/11/1970,3. nov.,1970,"Percy Humphery m. Barry ""Kid"" Martys Band",Tagskægget,Klostergade 32-34,"56.158925,10.2041491",56.158925,10.2041491,jazz,koncert
03/11/1970,3. nov.,1970,N/A,Trinbrædtet,Vestergade 58,"56.1575526,10.1983342",56.1575526,10.1983342,jazz,koncert
03/11/1970,3. nov.,1970,Cass Mathias,Domino Disk Club,Paradisgade 7-9,"56.1600394,10.2070719",56.1600394,10.2070719,N/A,DJ-sæt
03/11/1970,3. nov.,1970,Nike Moretti,Hotel Atlantic Tagterresse,Europaplads 10,"56.1526796,10.2096311",56.1526796,10.2096311,underholdningsmusik,spil til dans; spil til spisning
03/11/1970,3. nov.,1970,Ernesto-Combo,Den blaa fugl,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
03/11/1970,3. nov.,1970,Martino,Palmehaven; restaurant Aarhus-hallen,Skt. Knuds Torv 3,"56.1516453,10.2047091",56.1516453,10.2047091,underholdningsmusik,spil til dans; spil til spisning
03/11/1970,3. nov.,1970,Jørn Olsens trio,Rico,M.P. Bruuns Gade 15-17,"56.1495257,10.2020762",56.1495257,10.2020762,underholdningsmusik,spil til dans; spil til spisning
04/11/1970,4. nov.,1970,Fylkningen,Det Jyske musikkonservatorium,Fuglesangs Allé 26,"56.1641171,10.180192",56.1641171,10.180192,N/A,koncert
04/11/1970,4. nov.,1970,N/A,Solbjerg Kro,Solbjerg Hovedgade 73,"56.037924,10.0796517",56.037924,10.0796517,N/A,spil til dans
04/11/1970,4. nov.,1970,Ernesto-Combo,Den blaa fugl,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
04/11/1970,4. nov.,1970,Martino,Restaurant Aarhus-hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,underholdningsmusik,spil til dans; spil til spisning
04/11/1970,4. nov.,1970,Cass Mathias,Domino Disk Club,Paradisgade 7-9,"56.1600394,10.2070719",56.1600394,10.2070719,N/A,DJ-sæt
04/11/1970,4. nov.,1970,Brew Moore; Jørn Elniff; Gruppe 70; Allan Mortensen,Tagskægget,Klostergade 32-34,"56.158925,10.2041491",56.158925,10.2041491,jazz,koncert
04/11/1970,4. nov.,1970,Ove Elkjærs Orkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
04/11/1970,4. nov.,1970,Edith Guilaume; Kjell Olsson,Århus Kunstmuseum,Vennelystparken,"56.1648088,10.2047753",56.1648088,10.2047753,klassisk,koncert
05/11/1970,5. nov.,1970,Lee Parkers kvartet,Tranbjerg Kro,Tranbjerg Hovedgade 37,"56.095539,10.1340585",56.095539,10.1340585,underholdningsmusik,spil til dans; spil til spisning
05/11/1970,5. nov.,1970,Martino,Restaurant Aarhus-hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,underholdningsmusik,spil til dans; spil til spisning
05/11/1970,5. nov.,1970,Cass Mathias,Domino Disk Club,Paradisgade 7-9,"56.1600394,10.2070719",56.1600394,10.2070719,N/A,DJ-sæt
05/11/1970,5. nov.,1970,Ernesto-Combo,Den blaa fugl,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
05/11/1970,5. nov.,1970,Jack The Ripper,Box 72,Frederiksgade 72,"56.1542223,10.1987111",56.1542223,10.1987111,N/A,koncert; spil til dans
05/11/1970,5. nov.,1970,Peder Pedersens Big Band,Tagskægget,Klostergade 32-34,"56.158925,10.2041491",56.158925,10.2041491,jazz,koncert
05/11/1970,5. nov.,1970,N/A,Rico,M.P. Bruuns Gade 15-17,"56.1495257,10.2020762",56.1495257,10.2020762,underholdningsmusik,spil til dans
06/11/1970,6. nov.,1970,Sonny Terry / Brownie Mcghee; Chicago Bles All Stars,Vejlby-Risskov Hallen,Vejlby Centervej 51,"56.1927599,10.2056007",56.1927599,10.2056007,jazz,koncert; festival
06/11/1970,6. nov.,1970,Lee Parkers kvartet,Tranbjerg Kro,Tranbjerg Hovedgade 37,"56.095539,10.1340585",56.095539,10.1340585,underholdningsmusik,spil til dans; spil til spisning
06/11/1970,6. nov.,1970,Eddie Skoller,Mundelstrup Kro,Vibrogvej 603,"56.1902533,10.0649313",56.1902533,10.0649313,underholdningsmusik,spil til spisning
06/11/1970,6. nov.,1970,Streams,Box 72,Frederiksgade 72,"56.1542223,10.1987111",56.1542223,10.1987111,N/A,koncert; spil til dans
06/11/1970,6. nov.,1970,Ove Elkjærs orkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans; spil til spisning
06/11/1970,6. nov.,1970,Aroisa,Trinbrædtet,Vestergade 58,"56.1575526,10.1983342",56.1575526,10.1983342,jazz,koncert
06/11/1970,6. nov.,1970,Cass Mathias,Domino Disk Club,Paradisgade 7-9,"56.1600394,10.2070719",56.1600394,10.2070719,N/A,DJ-sæt
06/11/1970,6. nov.,1970,N/A,Restaurant Aakrogen,Aakrogs Strandvej,"56.204044, 10.283115",56.204044,10.283115,underholdningsmusik,spil til dans; spil til spisning
07/11/1970,7. nov.,1970,Cass Mathias,Domino Disk Club,Paradisgade 7-9,"56.1600394,10.2070719",56.1600394,10.2070719,N/A,DJ-sæt
07/11/1970,7. nov.,1970,Streams,Box 72,Frederiksgade 72,"56.1542223,10.1987111",56.1542223,10.1987111,N/A,koncert; spil til dans
07/11/1970,7. nov.,1970,Singing Ambassador's,Saronkirken,Langelandsgade 7,"56.1587529,10.1937321",56.1587529,10.1937321,N/A,N/A
07/11/1970,7. nov.,1970,Beluno-Kvartetten,Ørnereden,Ørneredevej 55,"56.1011763,10.2339817",56.1011763,10.2339817,underholdningsmusik,spil til dans
07/11/1970,7. nov.,1970,The Minies,Mundelstrup Kro,Vibrogvej 603,"56.1902533,10.0649313",56.1902533,10.0649313,underholdningsmusik,N/A
07/11/1970,7. nov.,1970,Inger og Malles Skovorkester,Sabro Kro,Viborgvej 780,"56.2126229,10.0108483",56.2126229,10.0108483,underholdningsmusik,spil til dans; spil til spisning
07/11/1970,7. nov.,1970,Keyserlig Mayestaits Acteurs,Stakladen,Nordre Ringgade 3,"56.1712136,10.1977939",56.1712136,10.1977939,musikteater,forestilling
07/11/1970,7. nov.,1970,Kapelmester Henning Jensens Humørmixers,Solbjerg Kro,Solbjerg Hovedgade 73,"56.037924,10.0796517",56.037924,10.0796517,underholdningsmusik,spil til dans
07/11/1970,7. nov.,1970,N/A,Restaurant Aakrogen,Aakrogs Strandvej,"56.204044, 10.283115",56.204044,10.283115,underholdningsmusik,spil til dans; spil til spisning
07/11/1970,7. nov.,1970,Aroisa,Trinbrædtet,Vestergade 58,"56.1575526,10.1983342",56.1575526,10.1983342,jazz,koncert
07/11/1970,7. nov.,1970,Perletrioen,Holme Kro,Holme Byvej 22,"56.1139882,10.1709166",56.1139882,10.1709166,underholdningsmusik,spil til dans; spil til spisning
07/11/1970,7. nov.,1970,Martino,Palmehaven,Østergade 12,"56.1540907,10.2033134",56.1540907,10.2033134,underholdningsmusik,spil til dans
07/11/1970,7. nov.,1970,N/A,Skæring Strandkro,Strandtoften 52,"56.2345785,10.3343379",56.2345785,10.3343379,underholdningsmusik,spil til dans; spil til spisning
08/11/1970,8. nov.,1970,Cass Mathias,Domino Disk Club,Paradisgade 7-9,"56.1600394,10.2070719",56.1600394,10.2070719,N/A,DJ-sæt
08/11/1970,8. nov.,1970,N/A,Ny Mølle Kro,Nymøllevej 8,"56.2100199,10.1492362",56.2100199,10.1492362,underholdningsmusik,matiné
08/11/1970,8. nov.,1970,Claudio Arrau,Århus Stadionhal,Stadion Allé 70,"56.131957,10.1911095",56.131957,10.1911095,klassisk,koncert
08/11/1970,8. nov.,1970,Jack The Ripper,Box 72,Frederiksgade 72,"56.1542223,10.1987111",56.1542223,10.1987111,N/A,koncert; spil til dans
08/11/1970,8. nov.,1970,N/A,Maritime,Silkeborgvej 228,"56.155537,10.1657658",56.155537,10.1657658,N/A,N/A
08/11/1970,8. nov.,1970,Benny Holst,Tagskægget,Klostergade 32-34,"56.158925,10.2041491",56.158925,10.2041491,jazz,koncert
08/11/1970,8. nov.,1970,Tony Kovacs,Tagskægget,Klostergade 32-34,"56.158925,10.2041491",56.158925,10.2041491,jazz,koncert
08/11/1970,8. nov.,1970,N/A,Restaurant Aakrogen,Aakrogs Strandvej,"56.204044, 10.283115",56.204044,10.283115,underholdningsmusik,spil til dans; spil til spisning
03/11/1975,3. nov.,1975,Det Jyske Musikkonservatorium,Det Jyske Musikkonservatorium,Fuglesangs Allé 26,"56.1641171,10.180192",56.1641171,10.180192,klassisk,koncert
03/11/1975,3. nov.,1975,"Harry ""Sweets"" Edison",Tagskægget,Klostergade 32-34,"56.158925,10.2041491",56.158925,10.2041491,jazz,koncert
03/11/1975,3. nov.,1975,Maxwell,Tropicana,Skt. Knuds Gade 3-5,"56.1515699,10.200528",56.1515699,10.200528,N/A,koncert; spil til dans
03/11/1975,3. nov.,1975,Thors Duo,Bryggergaarden,Graven 27/29,"56.158779,10.2071391",56.158779,10.2071391,N/A,koncert
03/11/1975,3. nov.,1975,N/A,Ambassadør,Mejlgade 20,"56.1582695,10.2074661",56.1582695,10.2074661,N/A,spil til dans
03/11/1975,3. nov.,1975,Gina og Walther,Hotel Atlantic,Europaplads 10,"56.1526796,10.2096311",56.1526796,10.2096311,underholdningsmusik,koncert
03/11/1975,3. nov.,1975,Chris Cully,La Belle,Mindegade 6,"56.1537987,10.2084068",56.1537987,10.2084068,N/A,koncert
03/11/1975,3. nov.,1975,"Svenne, John og Jenner",Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,N/A,koncert
03/11/1975,3. nov.,1975,Lady Mariann,Den blaa fugl,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,N/A,koncert
04/11/1975,4. nov.,1975,N/A,Ambassadør,Mejlgade 20,"56.1582695,10.2074661",56.1582695,10.2074661,N/A,spil til dans
04/11/1975,4. nov.,1975,Kuijken-ensemblet,Sct. Pauls kirke,Sankt Pauls Kirkeplads 1,"56.1460256,10.2013633",56.1460256,10.2013633,klassisk,koncert
04/11/1975,4. nov.,1975,Gina og Walther,Hotel Atlantic,Europaplads 10,"56.1526796,10.2096311",56.1526796,10.2096311,underholdningsmusik,koncert
04/11/1975,4. nov.,1975,Aarhus By-orkester,Helsingør Teater (DGB),Viborgvej 2,"56.159094,10.1893967",56.159094,10.1893967,klassisk,koncert
04/11/1975,4. nov.,1975,N/A,Gl. Åby Kirke,Åby Kirkevej 1,"56.1456325,10.1598806",56.1456325,10.1598806,klassisk,koncert
04/11/1975,4. nov.,1975,"Eddie ""Lockjaw"" Davis",Tagskægget,Klostergade 32-34,"56.158925,10.2041491",56.158925,10.2041491,jazz,koncert
04/11/1975,4. nov.,1975,Mexicana Kvartetten,Tropicana,Skt. Knuds Gade 3-5,"56.1515699,10.200528",56.1515699,10.200528,underholdningsmusik,koncert; spil til dans
04/11/1975,4. nov.,1975,Kaj P. Duo,Bryggergaarden,Graven 27/29,"56.158779,10.2071391",56.158779,10.2071391,underholdningsmusik,spil til dans
04/11/1975,4. nov.,1975,N/A,Tordenskjold,Store Torv 4,"56.1575631,10.2073974",56.1575631,10.2073974,N/A,N/A
04/11/1975,4. nov.,1975,Familien Serrati,Rico,M.P. Bruuns Gade 15-17,"56.1495257,10.2020762",56.1495257,10.2020762,underholdningsmusik,spil til dans
05/11/1975,5. nov.,1975,N/A,Ambassadør,Mejlgade 20,"56.1582695,10.2074661",56.1582695,10.2074661,N/A,spil til dans
05/11/1975,5. nov.,1975,Visens Venner,Palæ,Christiansgade 24,"56.1551407,10.2006329",56.1551407,10.2006329,underholdningsmusik,spil til spisning
05/11/1975,5. nov.,1975,Gina og Walther,Hotel Atlantic,Europaplads 10,"56.1526796,10.2096311",56.1526796,10.2096311,underholdningsmusik,koncert
05/11/1975,5. nov.,1975,Cosmis Sound,Huset,Vester Allé 15,"56.1561067,10.1954298",56.1561067,10.1954298,N/A,koncert
05/11/1975,5. nov.,1975,Aarhus By-orkester,Sct. Lukas Kirke,Sankt Lucas Kirkeplads 1,"56.1447833,10.1892033",56.1447833,10.1892033,klassisk,koncert
05/11/1975,5. nov.,1975,"Eddie ""Lockjaw"" Davis",Tagskægget,Klostergade 32-34,"56.158925,10.2041491",56.158925,10.2041491,jazz,koncert
05/11/1975,5. nov.,1975,Peter Gunn,La Belle,Mindegade 6,"56.1537987,10.2084068",56.1537987,10.2084068,N/A,DJ-sæt
06/11/1975,6. nov.,1975,Bamses Venner,Sabro Kro,Viborgvej 780,"56.2126229,10.0108483",56.2126229,10.0108483,pop/rock/beat,koncert
06/11/1975,6. nov.,1975,Gina og Walther,Hotel Atlantic,Europaplads 10,"56.1526796,10.2096311",56.1526796,10.2096311,underholdningsmusik,koncert
06/11/1975,6. nov.,1975,Københavns strygekvartet (dir. Lars Grunth),Aarhus katedralskole,Skolegyde 1-3,"56.157232,10.211452",56.157232,10.211452,klassisk,koncert
06/11/1975,6. nov.,1975,N/A,Ambassadør,Mejlgade 20,"56.1582695,10.2074661",56.1582695,10.2074661,N/A,spil til dans
06/11/1975,6. nov.,1975,Anders Riber,Aarhus Domkirke,Store Torv,"56.1570414,10.2107384",56.1570414,10.2107384,klassisk,koncert
06/11/1975,6. nov.,1975,Thors Venner,Skæring Strandkro,Strandtoften 52,"56.2345785,10.3343379",56.2345785,10.3343379,underholdningsmusik,spil til dans; spil til spisning
06/11/1975,6. nov.,1975,Sume; Ulo,Vestergade 58,Vestergade 58,"56.1575526,10.1983342",56.1575526,10.1983342,pop/rock/beat,koncert
06/11/1975,6. nov.,1975,Af kjærlighedens ild,Huset,Vester Allé 15,"56.1561067,10.1954298",56.1561067,10.1954298,N/A,koncert
06/11/1975,6. nov.,1975,Folkstow,Tagskægget,Klostergade 32-34,"56.158925,10.2041491",56.158925,10.2041491,jazz,koncert
06/11/1975,6. nov.,1975,N/A,Aarslev Kro,Silkeborgvej 900,"56.154596,10.0361155",56.154596,10.0361155,underholdningsmusik,spil til dans; spil til spisning
07/11/1975,7. nov.,1975,N/A,Ny Mølle,Nymøllevej 8,"56.2100199,10.1492362",56.2100199,10.1492362,underholdningsmusik,spil til dans; spil til spisning
07/11/1975,7. nov.,1975,Sume; Ulo,Vestergade 58,Vestergade 58,"56.1575526,10.1983342",56.1575526,10.1983342,pop/rock/beat,koncert
07/11/1975,7. nov.,1975,Guido Agosti,Det Jyske Musikkonservatorium,Fuglesangs Allé 26,"56.1641171,10.180192",56.1641171,10.180192,klassisk,koncert
07/11/1975,7. nov.,1975,N/A,Ambassadør,Mejlgade 20,"56.1582695,10.2074661",56.1582695,10.2074661,N/A,spil til dans
07/11/1975,7. nov.,1975,Park Lane,Box 72,Frederiksgade 72,"56.1542223,10.1987111",56.1542223,10.1987111,pop/rock/beat,koncert
07/11/1975,7. nov.,1975,Gina og Walther,Hotel Atlantic,Europaplads 10,"56.1526796,10.2096311",56.1526796,10.2096311,underholdningsmusik,koncert
